V1,V2,V3,V4
638,602,1240,0.485483870967742
904,894,1798,0.497219132369299
876,860,1736,0.495391705069124
674,628,1302,0.482334869431644
725,701,1426,0.491584852734923
846,828,1674,0.494623655913978
471,453,924,0.49025974025974
634,606,1240,0.488709677419355
919,879,1798,0.488876529477197
459,453,912,0.496710526315789
974,948,1922,0.493236212278876
613,587,1200,0.489166666666667
981,941,1922,0.489594172736733
458,454,912,0.49780701754386
765,747,1512,0.494047619047619
332,314,646,0.486068111455108
628,614,1242,0.494363929146538
850,830,1680,0.494047619047619
754,734,1488,0.493279569892473
850,824,1674,0.492234169653525
978,944,1922,0.491155046826223
982,940,1922,0.489073881373569
874,862,1736,0.496543778801843
636,604,1240,0.487096774193548
745,743,1488,0.499327956989247
882,854,1736,0.491935483870968
779,771,1550,0.49741935483871
705,659,1364,0.483137829912023
725,701,1426,0.491584852734923
525,529,1054,0.501897533206831
976,946,1922,0.492195629552549
298,278,576,0.482638888888889
984,938,1922,0.488033298647242
954,906,1860,0.487096774193548
788,762,1550,0.491612903225806
980,942,1922,0.490114464099896
703,661,1364,0.484604105571848
974,948,1922,0.493236212278876
527,523,1050,0.498095238095238
573,547,1120,0.488392857142857
413,355,768,0.462239583333333
976,946,1922,0.492195629552549
534,524,1058,0.495274102079395
982,940,1922,0.489073881373569
569,485,1054,0.460151802656546
530,524,1054,0.497153700189753
969,953,1922,0.495837669094693
965,957,1922,0.497918834547347
529,525,1054,0.498102466793169
357,283,640,0.4421875
560,556,1116,0.498207885304659
980,942,1922,0.490114464099896
989,933,1922,0.485431841831426
331,281,612,0.459150326797386
745,743,1488,0.499327956989247
370,352,722,0.487534626038781
585,531,1116,0.475806451612903
986,936,1922,0.486992715920916
588,528,1116,0.473118279569892
768,782,1550,0.504516129032258
982,940,1922,0.489073881373569
974,948,1922,0.493236212278876
1,1,2,0.5
516,436,952,0.457983193277311
454,426,880,0.484090909090909
638,602,1240,0.485483870967742
987,935,1922,0.486472424557752
885,851,1736,0.490207373271889
616,562,1178,0.477079796264856
650,650,1300,0.5
972,950,1922,0.494276795005203
987,935,1922,0.486472424557752
939,921,1860,0.495161290322581
976,946,1922,0.492195629552549
385,415,800,0.51875
531,523,1054,0.496204933586338
828,784,1612,0.486352357320099
552,540,1092,0.494505494505495
637,603,1240,0.486290322580645
781,769,1550,0.496129032258065
808,804,1612,0.498759305210918
820,792,1612,0.491315136476427
398,358,756,0.473544973544974
