V1,V2,V3,V4
304,342,646,0.529411764705882
504,612,1116,0.548387096774194
485,595,1080,0.550925925925926
517,599,1116,0.53673835125448
894,1028,1922,0.534859521331946
901,1021,1922,0.531217481789802
847,951,1798,0.528921023359288
679,747,1426,0.523842917251052
474,580,1054,0.550284629981025
886,1036,1922,0.539021852237253
861,999,1860,0.537096774193548
439,485,924,0.524891774891775
643,721,1364,0.528592375366569
890,1032,1922,0.536940686784599
687,801,1488,0.538306451612903
769,905,1674,0.540621266427718
447,525,972,0.540123456790123
902,1020,1922,0.530697190426639
695,793,1488,0.532930107526882
664,762,1426,0.534361851332398
588,654,1242,0.526570048309179
766,908,1674,0.542413381123059
893,1029,1922,0.535379812695109
575,621,1196,0.519230769230769
888,1034,1922,0.537981269510926
417,483,900,0.536666666666667
522,594,1116,0.532258064516129
892,1030,1922,0.535900104058273
863,997,1860,0.536021505376344
729,821,1550,0.529677419354839
836,962,1798,0.53503893214683
