V1,V2,V3,V4
582,534,1116,0.478494623655914
824,726,1550,0.468387096774194
337,311,648,0.479938271604938
773,715,1488,0.480510752688172
985,875,1860,0.470430107526882
581,553,1134,0.487654320987654
1007,915,1922,0.476066597294485
734,692,1426,0.485273492286115
1020,902,1922,0.469302809573361
1019,903,1922,0.469823100936524
1017,905,1922,0.470863683662851
862,750,1612,0.465260545905707
1014,908,1922,0.472424557752341
564,516,1080,0.477777777777778
956,842,1798,0.468298109010011
798,710,1508,0.470822281167109
883,791,1674,0.472520908004779
532,480,1012,0.474308300395257
584,532,1116,0.476702508960573
652,580,1232,0.470779220779221
1023,899,1922,0.467741935483871
732,694,1426,0.486676016830295
1013,909,1922,0.472944849115505
1015,907,1922,0.471904266389178
598,580,1178,0.492359932088285
963,835,1798,0.46440489432703
402,380,782,0.485933503836317
