V1,V2,V3,V4
10,8,18,0.444444444444444
1091,335,1426,0.23492286115007
1042,322,1364,0.236070381231672
1428,494,1922,0.257023933402706
33,17,50,0.34
897,219,1116,0.196236559139785
1434,488,1922,0.253902185223725
336,158,494,0.319838056680162
1,1,2,0.5
942,236,1178,0.200339558573854
1454,468,1922,0.243496357960458
515,185,700,0.264285714285714
1440,482,1922,0.250780437044745
1210,402,1612,0.249379652605459
837,217,1054,0.205882352941176
1072,292,1364,0.214076246334311
1055,309,1364,0.226539589442815
1012,290,1302,0.222734254992319
920,258,1178,0.219015280135823
1434,488,1922,0.253902185223725
1434,488,1922,0.253902185223725
930,248,1178,0.210526315789474
1425,497,1922,0.258584807492196
1169,381,1550,0.245806451612903
1211,401,1612,0.248759305210918
1044,320,1364,0.234604105571848
1452,470,1922,0.244536940686785
1073,291,1364,0.213343108504399
1455,467,1922,0.242976066597294
