V1,V2,V3,V4
612,442,1054,0.419354838709677
728,560,1288,0.434782608695652
555,417,972,0.429012345679012
486,342,828,0.41304347826087
1067,855,1922,0.444849115504683
673,527,1200,0.439166666666667
639,477,1116,0.42741935483871
879,671,1550,0.432903225806452
680,498,1178,0.422750424448217
710,530,1240,0.42741935483871
1000,798,1798,0.443826473859844
1056,866,1922,0.45057232049948
644,472,1116,0.422939068100358
989,747,1736,0.430299539170507
1070,852,1922,0.443288241415193
878,672,1550,0.433548387096774
757,607,1364,0.445014662756598
1063,859,1922,0.446930280957336
835,591,1426,0.414446002805049
590,464,1054,0.44022770398482
824,664,1488,0.446236559139785
923,751,1674,0.448626045400239
1063,859,1922,0.446930280957336
903,709,1612,0.439826302729529
396,252,648,0.388888888888889
593,461,1054,0.437381404174573
